	lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment	usage
6903	-veskeny	венгерский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			-
6852	-vékony	венгерский	дыра		узкие отверстия	размер	тонкий/узкий	и			-
6853	-vékony	венгерский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			-
6854	-vékony	венгерский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			-
6353	-тонкий	русский	дыра	дыра	узкие отверстия	размер	тонкий/узкий	и			-
6354	-тонкий	русский	дверной проём	дверной проём	узкие отверстия	размер	тонкий/узкий	и			-
6355	-тонкий	русский	горлышко бутылки	горлышко бутылки	узкие отверстия	размер	тонкий/узкий	и			-
6401	узкий	русский	дыра	дыра	узкие отверстия	размер	тонкий/узкий	и			+
6402	узкий	русский	дверной проём	дверной проём	узкие отверстия	размер	тонкий/узкий	и			+
6403	узкий	русский	горлышко бутылки	горлышко бутылки	узкие отверстия	размер	тонкий/узкий	и			+
6449		русский	дыра	дыра	узкие отверстия	размер	тонкий/узкий	и			+
6450		русский	дверной проём	дверной проём	узкие отверстия	размер	тонкий/узкий	и			+
6451		русский	горлышко бутылки	горлышко бутылки	узкие отверстия	размер	тонкий/узкий	и			+
6507		кабардино-черкесский (бесленеевский диалект)	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6508		кабардино-черкесский (бесленеевский диалект)	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6509		кабардино-черкесский (бесленеевский диалект)	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			+
6708		китайский	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6709		китайский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6710		китайский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			+
6756		китайский	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6757		китайский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6758		китайский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			+
6804		китайский	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6805		китайский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6806		китайский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			+
6901		венгерский	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6902		венгерский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6951		венгерский	дыра		узкие отверстия	размер	тонкий/узкий	и			+
6952		венгерский	дверной проём		узкие отверстия	размер	тонкий/узкий	и			+
6953		венгерский	горлышко бутылки		узкие отверстия	размер	тонкий/узкий	и			+
6498	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	лента	ljenta	узкие полосы	размер	тонкий/узкий	и			-
6499	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	доска	pχembʁʷ	узкие полосы	размер	тонкий/узкий	и			-
6500	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	дорога	ʁʷegʷ	узкие полосы	размер	тонкий/узкий	и			-
6501	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	улица	wəram	узкие полосы	размер	тонкий/узкий	и			-
6502	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	окно	šhenʁʷəbže	узкие полосы	размер	тонкий/узкий	и			-
6505	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	спина	č̣’əb	узкие полосы	размер	тонкий/узкий	и			-
6506	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	бёдра	šxʷəž’	узкие полосы	размер	тонкий/узкий	и			-
6943	-szük	венгерский	лента		узкие полосы	размер	тонкий/узкий	и			-
6944	-szük	венгерский	доска		узкие полосы	размер	тонкий/узкий	и			-
6945	-szük	венгерский	дорога		узкие полосы	размер	тонкий/узкий	и			-
6946	-szük	венгерский	дверца шкафа		узкие полосы	размер	тонкий/узкий	и			-
6947	-szük	венгерский	окно		узкие полосы	размер	тонкий/узкий	и			-
6948	-szük	венгерский	кровать		узкие полосы	размер	тонкий/узкий	и			-
6949	-szük	венгерский	спина		узкие полосы	размер	тонкий/узкий	и			-
6950	-szük	венгерский	бёдра		узкие полосы	размер	тонкий/узкий	и			-
6845	-vékony	венгерский	лента		узкие полосы	размер	тонкий/узкий	и			-
6846	-vékony	венгерский	доска		узкие полосы	размер	тонкий/узкий	и			-
6847	-vékony	венгерский	дорога		узкие полосы	размер	тонкий/узкий	и			-
6848	-vékony	венгерский	окно		узкие полосы	размер	тонкий/узкий	и			-
6849	-vékony	венгерский	кровать		узкие полосы	размер	тонкий/узкий	и			-
6850	-vékony	венгерский	спина		узкие полосы	размер	тонкий/узкий	и			-
6851	-vékony	венгерский	бёдра		узкие полосы	размер	тонкий/узкий	и			-
6442	-тесный	русский	лента	лента	узкие полосы	размер	тонкий/узкий	и			-
6443	-тесный	русский	доска	доска	узкие полосы	размер	тонкий/узкий	и			-
6444	-тесный	русский	дорога	дорога	узкие полосы	размер	тонкий/узкий	и			-
6445	-тесный	русский	окно	окно	узкие полосы	размер	тонкий/узкий	и			-
6446	-тесный	русский	кровать	кровать	узкие полосы	размер	тонкий/узкий	и			-
6447	-тесный	русский	спина	спина	узкие полосы	размер	тонкий/узкий	и			-
6448	-тесный	русский	бёдра	бёдра	узкие полосы	размер	тонкий/узкий	и			-
6346	-тонкий	русский	лента	лента	узкие полосы	размер	тонкий/узкий	и			-
6347	-тонкий	русский	доска	доска	узкие полосы	размер	тонкий/узкий	и			-
6348	-тонкий	русский	дорога	дорога	узкие полосы	размер	тонкий/узкий	и			-
6349	-тонкий	русский	окно	окно	узкие полосы	размер	тонкий/узкий	и			-
6350	-тонкий	русский	кровать	кровать	узкие полосы	размер	тонкий/узкий	и			-
6351	-тонкий	русский	спина	спина	узкие полосы	размер	тонкий/узкий	и			-
6352	-тонкий	русский	бёдра	бёдра	узкие полосы	размер	тонкий/узкий	и			-
6992	vaś	хантыйский (Теги)	лента		узкие полосы	размер	тонкий/узкий	и			+
6993	vaś	хантыйский (Теги)	доска		узкие полосы	размер	тонкий/узкий	и			+
6994	vaś	хантыйский (Теги)	дорога		узкие полосы	размер	тонкий/узкий	и			+
6995	vaś	хантыйский (Теги)	окно		узкие полосы	размер	тонкий/узкий	и			+
6893	veskeny	венгерский	лента		узкие полосы	размер	тонкий/узкий	и			+
6894	veskeny	венгерский	доска		узкие полосы	размер	тонкий/узкий	и			+
6895	veskeny	венгерский	дорога		узкие полосы	размер	тонкий/узкий	и			+
6896	veskeny	венгерский	дверца шкафа		узкие полосы	размер	тонкий/узкий	и			+
6749	xi	китайский	лента		узкие полосы	размер	тонкий/узкий	и			+
6799	zhai	китайский	дорога		узкие полосы	размер	тонкий/узкий	и			+
6394	узкий	русский	лента	лента	узкие полосы	размер	тонкий/узкий	и			+
6395	узкий	русский	доска	доска	узкие полосы	размер	тонкий/узкий	и			+
6396	узкий	русский	дорога	дорога	узкие полосы	размер	тонкий/узкий	и			+
6397	узкий	русский	окно	окно	узкие полосы	размер	тонкий/узкий	и			+
6398	узкий	русский	кровать	кровать	узкие полосы	размер	тонкий/узкий	и			+
6399	узкий	русский	спина	спина	узкие полосы	размер	тонкий/узкий	и			+
6400	узкий	русский	бёдра	бёдра	узкие полосы	размер	тонкий/узкий	и			+
6503		кабардино-черкесский (бесленеевский диалект)	кровать		узкие полосы	размер	тонкий/узкий	и			+
6504		кабардино-черкесский (бесленеевский диалект)	перила		узкие полосы	размер	тонкий/узкий	и			+
6701		китайский	лента		узкие полосы	размер	тонкий/узкий	и			+
6702		китайский	доска		узкие полосы	размер	тонкий/узкий	и			+
6703		китайский	дорога		узкие полосы	размер	тонкий/узкий	и			+
6704		китайский	окно		узкие полосы	размер	тонкий/узкий	и			+
6705		китайский	кровать		узкие полосы	размер	тонкий/узкий	и			+
6706		китайский	спина		узкие полосы	размер	тонкий/узкий	и			+
6707		китайский	бёдра		узкие полосы	размер	тонкий/узкий	и			+
6750		китайский	доска		узкие полосы	размер	тонкий/узкий	и			+
6751		китайский	дорога		узкие полосы	размер	тонкий/узкий	и			+
6752		китайский	окно		узкие полосы	размер	тонкий/узкий	и			+
6753		китайский	кровать		узкие полосы	размер	тонкий/узкий	и			+
6754		китайский	спина		узкие полосы	размер	тонкий/узкий	и			+
6755		китайский	бёдра		узкие полосы	размер	тонкий/узкий	и			+
6797		китайский	лента		узкие полосы	размер	тонкий/узкий	и			+
6798		китайский	доска		узкие полосы	размер	тонкий/узкий	и			+
6800		китайский	окно		узкие полосы	размер	тонкий/узкий	и			+
6801		китайский	кровать		узкие полосы	размер	тонкий/узкий	и			+
6802		китайский	спина		узкие полосы	размер	тонкий/узкий	и			+
6803		китайский	бёдра		узкие полосы	размер	тонкий/узкий	и			+
6897		венгерский	окно		узкие полосы	размер	тонкий/узкий	и			+
6898		венгерский	кровать		узкие полосы	размер	тонкий/узкий	и			+
6899		венгерский	спина		узкие полосы	размер	тонкий/узкий	и			+
6900		венгерский	бёдра		узкие полосы	размер	тонкий/узкий	и			+
6510	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	коридор	karjədor	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6511	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	тоннель	tanel	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6512	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6904	-veskeny	венгерский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6905	-veskeny	венгерский	улица		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6906	-veskeny	венгерский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6907	-veskeny	венгерский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6908	-veskeny	венгерский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6855	-vékony	венгерский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6856	-vékony	венгерский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6857	-vékony	венгерский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6858	-vékony	венгерский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6356	-тонкий	русский	коридор	коридор	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6357	-тонкий	русский	тоннель	тоннель	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6358	-тонкий	русский	труба	труба	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6359	-тонкий	русский	нора	нора	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			-
6954	szük	венгерский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6955	szük	венгерский	улица		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6997	vaś	хантыйский (Теги)	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6998	vaś	хантыйский (Теги)	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6999	vaś	хантыйский (Теги)	горлышко бутылки		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6761	xi	китайский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6807	zhai	китайский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6404	узкий	русский	коридор	коридор	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6405	узкий	русский	тоннель	тоннель	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6406	узкий	русский	труба	труба	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и	Он мне приснился в виде немецкого военнопленного, которого охранники гнали через какую-то узкую-узкую трубу… [Владимир Маканин. Андеграунд, или герой нашего времени (1996-1997)]		+
6407	узкий	русский	нора	нора	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6452		русский	коридор	коридор	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6453		русский	тоннель	тоннель	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6454		русский	труба	труба	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6455		русский	нора	нора	узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6513		кабардино-черкесский (бесленеевский диалект)	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6711		китайский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6712		китайский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6713		китайский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6714		китайский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6759		китайский	коридор		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6760		китайский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6762		китайский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6808		китайский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6809		китайский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6810		китайский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6956		венгерский	тоннель		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6957		венгерский	труба		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6958		венгерский	нора		узкие трубки (функциональная внутренняя поверхность)	размер	тонкий/узкий	и			+
6497	-ṗač̣’e	кабардино-черкесский (бесленеевский диалект)	человек	c̣əxʷ	человек	размер	тонкий/узкий	и			-
6942	-szük	венгерский	человек		человек	размер	тонкий/узкий	и			-
6892	-veskeny	венгерский	человек		человек	размер	тонкий/узкий	и			-
6441	-тесный	русский	человек	человек	человек	размер	тонкий/узкий	и			-
6991	vaś	хантыйский (Теги)	человек		человек	размер	тонкий/узкий	и			+
6345	тонкий	русский	человек	человек	человек	размер	тонкий/узкий	и			+
6393		русский	человек	человек	человек	размер	тонкий/узкий	и			+
6700		китайский	человек		человек	размер	тонкий/узкий	и			+
6748		китайский	человек		человек	размер	тонкий/узкий	и			+
6796		китайский	человек		человек	размер	тонкий/узкий	и			+
6844		венгерский	человек		человек	размер	тонкий/узкий	и			+
10241	-heavy	английский	тугой ящик		трудно сдвинуть/вытащить		тугой	и			-
10242	-heavy	английский	дверь (туго открывается)		трудно сдвинуть/вытащить		тугой	и			-
10244	-heavy	английский	тугая педаль		трудно сдвинуть/вытащить		тугой	и			-
9781	-重 zhòng	китайский	тугая педаль		трудно сдвинуть/вытащить		тугой	и			-
10210	тугой	русский	тугой ящик	?тугой ящик	трудно сдвинуть/вытащить		тугой	и			+
10211	тугой	русский	дверь (туго открывается)	тугая дверь	трудно сдвинуть/вытащить		тугой	и			+
10212	тугой	русский	тугая педаль	тугая педаль	трудно сдвинуть/вытащить		тугой	и			+
9778	重 zhòng	китайский	тугой ящик	很重的抽屉	трудно сдвинуть/вытащить		тугой	и			+
9779	重 zhòng	китайский	дверь (туго открывается)	很重的门	трудно сдвинуть/вытащить		тугой	и			+
9780	重 zhòng	китайский	тугая кнопка	很重的按钮	трудно сдвинуть/вытащить		тугой	и			+
10243		английский	тугая кнопка		трудно сдвинуть/вытащить		тугой	и			+
9939	-沉 chén	китайский	увесистый подзатыльник		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			-
10254	heavy	английский	увесистый том	weighty tome	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)		тяжелый	и			+
10255	heavy	английский	увесистый конверт, бумажник	heavy wallet/envelope	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10256	heavy	английский	увесистая дубина	heavy club	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10257	heavy	английский	увесистый кулак	heavy fist	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10258	heavy	английский	увесистый подзатыльник	heavy blow	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10259	heavy	английский	увесистый булыжник (камень)	heavy=massive boulder/rock	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10222	увесистый	русский	увесистый том	увесистый том	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)		тяжелый	и			+
10223	увесистый	русский	увесистый конверт, бумажник	увесистый конверт	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10224	увесистый	русский	увесистая дубина	увесистая дубина	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10225	увесистый	русский	увесистый кулак	увесистый кулак	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10226	увесистый	русский	увесистый подзатыльник	увесистый подзатыльник	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10227	увесистый	русский	увесистый булыжник (камень)	увесистый булыжник	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9935	沉 chén	китайский	увесистый том		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)		тяжелый	и			+
9936	沉 chén	китайский	увесистый конверт, бумажник		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9937	沉 chén	китайский	увесистая дубина		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9938	沉 chén	китайский	увесистый кулак		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9940	沉 chén	китайский	увесистый булыжник (камень)		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10079	沉重 chénzhòng	китайский	увесистый том		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)		тяжелый	и			+
10080	沉重 chénzhòng	китайский	увесистый конверт, бумажник		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10081	沉重 chénzhòng	китайский	увесистая дубина		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10082	沉重 chénzhòng	китайский	увесистый кулак		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10083	沉重 chénzhòng	китайский	увесистый подзатыльник		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10084	沉重 chénzhòng	китайский	увесистый булыжник (камень)		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9791	重 zhòng	китайский	увесистый том	很重的书	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)		тяжелый	и			+
9792	重 zhòng	китайский	увесистый конверт, бумажник	很重的信封	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9793	重 zhòng	китайский	увесистая дубина	很重的包	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9794	重 zhòng	китайский	увесистый кулак	很重的包	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9796	重 zhòng	китайский	увесистый булыжник (камень)	很重的石头	вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
9795		китайский	увесистый подзатыльник		вес больше нормы, цель - не обязательно перенести с места на место (рус. увесистый)	вес	тяжелый	и			+
10286	-heavy	английский	тяжелый человек (с трудным характером)		давит ментально		тяжелый	п			-
10287	-heavy	английский	тяжелый характер		давит ментально		тяжелый	п			-
10288	-heavy	английский	давящий взгляд		давит ментально		тяжелый	п			-
10289	-heavy	английский	голова (не с похмелья, а от раздумий)		давит ментально		тяжелый	п			-
10290	-heavy	английский	душа (ср. тяжело на душе)		давит ментально		тяжелый	п			-
10292	-heavy	английский	тяжелая мысль, воспоминание		давит ментально		тяжелый	п			-
10293	-heavy	английский	тяжелый разговор		давит ментально		тяжелый	п			-
10294	-heavy	английский	тяжелый фильм		давит ментально		тяжелый	п			-
10295	-heavy	английский	пренеприятное известие		давит ментально		тяжелый	п			-
10296	-heavy	английский	тяжелая жизнь		давит ментально		тяжелый	п			-
10297	-heavy	английский	трудная ситуация		давит ментально		тяжелый	п			-
10298	-heavy	английский	трудный год		давит ментально		тяжелый	п			-
10299	-heavy	английский	трудный момент		давит ментально		тяжелый	п			-
10300	-heavy	английский	тяжелое детство		давит ментально		тяжелый	п			-
10301	-heavy	английский	тяжелые отношения, роман		давит ментально		тяжелый	п			-
10303	-heavy	английский	трудная проблема		давит ментально		тяжелый	п			-
10304	-heavy	английский	трудный вопрос		давит ментально		тяжелый	п			-
10305	-heavy	английский	давящая тишина, темнота		давит ментально		тяжелый	п			-
10306	-heavy	английский	гнетущее молчание		давит ментально		тяжелый	п			-
10307	-heavy	английский	гнетущее чувство		давит ментально		тяжелый	п			-
10308	-heavy	английский	тяжелое зрелище		давит ментально		тяжелый	п			-
9967	-沉 chén	китайский	тяжелый человек (с трудным характером)		давит ментально		тяжелый	п			-
9968	-沉 chén	китайский	тяжелый характер		давит ментально		тяжелый	п			-
9969	-沉 chén	китайский	давящий взгляд		давит ментально		тяжелый	п			-
9970	-沉 chén	китайский	голова (не с похмелья, а от раздумий)		давит ментально		тяжелый	п			-
9974	-沉 chén	китайский	тяжелый разговор		давит ментально		тяжелый	п			-
9975	-沉 chén	китайский	тяжелый фильм		давит ментально		тяжелый	п			-
9976	-沉 chén	китайский	пренеприятное известие		давит ментально		тяжелый	п			-
9977	-沉 chén	китайский	тяжелая жизнь		давит ментально		тяжелый	п			-
9978	-沉 chén	китайский	трудная ситуация		давит ментально		тяжелый	п			-
9979	-沉 chén	китайский	трудный год		давит ментально		тяжелый	п			-
9980	-沉 chén	китайский	трудный момент		давит ментально		тяжелый	п			-
9981	-沉 chén	китайский	тяжелое детство		давит ментально		тяжелый	п			-
9982	-沉 chén	китайский	тяжелые отношения, роман		давит ментально		тяжелый	п			-
9983	-沉 chén	китайский	трудная задача		давит ментально		тяжелый	п			-
9984	-沉 chén	китайский	трудная проблема		давит ментально		тяжелый	п			-
9985	-沉 chén	китайский	трудный вопрос		давит ментально		тяжелый	п			-
9986	-沉 chén	китайский	давящая тишина, темнота		давит ментально		тяжелый	п			-
9987	-沉 chén	китайский	гнетущее молчание		давит ментально		тяжелый	п			-
9988	-沉 chén	китайский	гнетущее чувство		давит ментально		тяжелый	п			-
9989	-沉 chén	китайский	тяжелое зрелище		давит ментально		тяжелый	п			-
10111	-沉重 chénzhòng	китайский	тяжелый человек (с трудным характером)		давит ментально		тяжелый	п			-
10112	-沉重 chénzhòng	китайский	тяжелый характер		давит ментально		тяжелый	п			-
10113	-沉重 chénzhòng	китайский	давящий взгляд		давит ментально		тяжелый	п			-
10114	-沉重 chénzhòng	китайский	голова (не с похмелья, а от раздумий)		давит ментально		тяжелый	п			-
10115	-沉重 chénzhòng	китайский	душа (ср. тяжело на душе)		давит ментально		тяжелый	п			-
10116	-沉重 chénzhòng	китайский	сердце (ср. тяжело на сердце)		давит ментально		тяжелый	п			-
10117	-沉重 chénzhòng	китайский	тяжелая мысль, воспоминание		давит ментально		тяжелый	п			-
10118	-沉重 chénzhòng	китайский	тяжелый разговор		давит ментально		тяжелый	п			-
10119	-沉重 chénzhòng	китайский	тяжелый фильм		давит ментально		тяжелый	п			-
10120	-沉重 chénzhòng	китайский	пренеприятное известие		давит ментально		тяжелый	п			-
10121	-沉重 chénzhòng	китайский	тяжелая жизнь		давит ментально		тяжелый	п			-
10122	-沉重 chénzhòng	китайский	трудная ситуация		давит ментально		тяжелый	п			-
10123	-沉重 chénzhòng	китайский	трудный год		давит ментально		тяжелый	п			-
10124	-沉重 chénzhòng	китайский	трудный момент		давит ментально		тяжелый	п			-
10125	-沉重 chénzhòng	китайский	тяжелое детство		давит ментально		тяжелый	п			-
10126	-沉重 chénzhòng	китайский	тяжелые отношения, роман		давит ментально		тяжелый	п			-
10127	-沉重 chénzhòng	китайский	трудная задача		давит ментально		тяжелый	п			-
10128	-沉重 chénzhòng	китайский	трудная проблема		давит ментально		тяжелый	п			-
10129	-沉重 chénzhòng	китайский	трудный вопрос		давит ментально		тяжелый	п			-
9823	-重 zhòng	китайский	тяжелый человек (с трудным характером)		давит ментально		тяжелый	п			-
9824	-重 zhòng	китайский	тяжелый характер		давит ментально		тяжелый	п			-
9825	-重 zhòng	китайский	давящий взгляд		давит ментально		тяжелый	п			-
9826	-重 zhòng	китайский	голова (не с похмелья, а от раздумий)		давит ментально		тяжелый	п			-
9827	-重 zhòng	китайский	душа (ср. тяжело на душе)		давит ментально		тяжелый	п			-
9828	-重 zhòng	китайский	сердце (ср. тяжело на сердце)		давит ментально		тяжелый	п			-
9829	-重 zhòng	китайский	тяжелая мысль, воспоминание		давит ментально		тяжелый	п			-
9830	-重 zhòng	китайский	тяжелый разговор		давит ментально		тяжелый	п			-
9831	-重 zhòng	китайский	тяжелый фильм		давит ментально		тяжелый	п			-
9832	-重 zhòng	китайский	пренеприятное известие		давит ментально		тяжелый	п			-
9833	-重 zhòng	китайский	тяжелая жизнь		давит ментально		тяжелый	п			-
9834	-重 zhòng	китайский	трудная ситуация		давит ментально		тяжелый	п			-
9835	-重 zhòng	китайский	трудный год		давит ментально		тяжелый	п			-
9836	-重 zhòng	китайский	трудный момент		давит ментально		тяжелый	п			-
9837	-重 zhòng	китайский	тяжелое детство		давит ментально		тяжелый	п			-
9838	-重 zhòng	китайский	тяжелые отношения, роман		давит ментально		тяжелый	п			-
9840	-重 zhòng	китайский	трудная проблема		давит ментально		тяжелый	п			-
9841	-重 zhòng	китайский	трудный вопрос		давит ментально		тяжелый	п			-
9842	-重 zhòng	китайский	давящая тишина, темнота		давит ментально		тяжелый	п			-
9843	-重 zhòng	китайский	гнетущее молчание		давит ментально		тяжелый	п			-
9844	-重 zhòng	китайский	гнетущее чувство		давит ментально		тяжелый	п			-
9845	-重 zhòng	китайский	тяжелое зрелище		давит ментально		тяжелый	п			-
10291	heavy	английский	сердце (ср. тяжело на сердце)		давит ментально		тяжелый	п			+
10302	heavy	английский	трудная задача	heavy task	давит ментально		тяжелый	п			+
9971	沉 chén	китайский	душа (ср. тяжело на душе)		давит ментально		тяжелый	п			+
9972	沉 chén	китайский	сердце (ср. тяжело на сердце)		давит ментально		тяжелый	п			+
9973	沉 chén	китайский	тяжелая мысль, воспоминание		давит ментально		тяжелый	п			+
10130	沉重 chénzhòng	китайский	давящая тишина, темнота		давит ментально		тяжелый	п			+
