lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment	usage
kaz’amə	мокшанский	Сильный ветер	varma	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
kaz’amə	мокшанский	Суровая зима	t'ɛlə	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kaz’amə	мокшанский	Человек говорит, запинаясь	kor̥təms	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kir’ənžaf	мокшанский	Грубо сколоченный стол	morkš	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
kir’ənžaf	мокшанский	"Плохо сделанная работа (с ""шероховатостями"")"	pokəd'əma	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kir’ənžaf	мокшанский	Сильный ветер	varma	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
kir’ənžaf	мокшанский	Суровая зима	t'ɛlə	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kir’ənžaf	мокшанский	Человек говорит, запинаясь	kor̥təms	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kortsus	эстонский	Грубо сколоченный стол	laud	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
kortsus	эстонский	"Плохо сделанная работа (с ""шероховатостями"")"	töö	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kortsus	эстонский	Сильный ветер	tuul	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
kortsus	эстонский	Суровая зима	talv	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kortsus	эстонский	Суровая осень	sügis	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kortsus	эстонский	Человек говорит, запинаясь	kõnelema	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kortsus	эстонский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krimpsus	эстонский	Грубо сколоченный стол	laud	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
krimpsus	эстонский	"Плохо сделанная работа (с ""шероховатостями"")"	töö	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krimpsus	эстонский	Сильный ветер	tuul	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
krimpsus	эстонский	Суровая зима	talv	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krimpsus	эстонский	Суровая осень	sügis	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krimpsus	эстонский	Человек говорит, запинаясь	kõnelema	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krimpsus	эстонский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krobeline	эстонский	Грубо сколоченный стол	laud	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
krobeline	эстонский	"Плохо сделанная работа (с ""шероховатостями"")"	töö	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krobeline	эстонский	Сильный ветер	tuul	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
krobeline	эстонский	Суровая зима	talv	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krobeline	эстонский	Суровая осень	sügis	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
krobeline	эстонский	Человек говорит, запинаясь	kõnelema	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Грубо сколоченный стол	păsan	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	"Плохо сделанная работа (с ""шероховатостями"")"	ruopata	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Сильный ветер	wↄt	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Сильный дождь	jert	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Суровая зима	tăł	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Человек говорит, запинаясь	pŏtǝrtti	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
pužf	мокшанский	Грубо сколоченный стол	morkš	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
pužf	мокшанский	"Плохо сделанная работа (с ""шероховатостями"")"	pokəd'əma	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
pužf	мокшанский	Сильный ветер	varma	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
pužf	мокшанский	Суровая зима	t'ɛlə	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
pužf	мокшанский	Человек говорит, запинаясь	kor̥təms	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Сильный ветер	ветер	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
грубый	русский	Сильный град	град	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
грубый	русский	Сильный дождь	дождь	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
грубый	русский	Сложные отношения (между людьми)	отношения	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Суровая весна	весна	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Суровая зима	зима	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Суровая осень	осень	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Суровое лето	лето	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Человек говорит, запинаясь	говорить	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
грубый	русский	Шероховатый текст	текст	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	Грубо сколоченный стол	пызан	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	"Плохо сделанная работа (с ""шероховатостями"")"	рöбета	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	Сильный ветер	тöö	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	Сильный дождь	зэр	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	Суровая зима	тöö	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
кöрласема	коми-зырянский (ижемский диалект)	Человек говорит, запинаясь	сёрнитны 'говорить'	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
казямо	эрзянский	"Плохо сделанная работа (с ""шероховатостями"")"	роботамо	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
казямо	эрзянский	Человек говорит, запинаясь	кортамс	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Грубо сколоченный стол	стол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
морщинистый	русский	"Плохо сделанная работа (с ""шероховатостями"")"	работа	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Сильный ветер	ветер	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
морщинистый	русский	Сильный град	град	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
морщинистый	русский	Сильный дождь	дождь	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
морщинистый	русский	Сложные отношения (между людьми)	отношения	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Суровая весна	весна	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Суровая зима	зима	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Суровая осень	осень	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Суровое лето	лето	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Человек говорит, запинаясь	говорить? речь?	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
морщинистый	русский	Шероховатый текст	текст	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
насортăсь	ненецкий	Грубо сколоченный стол	тол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
насортăсь	ненецкий	"Плохо сделанная работа (с ""шероховатостями"")"	манзая	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
насортăсь	ненецкий	Сильный ветер	мерця	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
насортăсь	ненецкий	Суровая зима	сыра	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
насортăсь	ненецкий	Человек говорит, запинаясь	лаханась	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Грубо сколоченный стол	стол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
сморщенный	русский	"Плохо сделанная работа (с ""шероховатостями"")"	работа	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Сильный ветер	ветер	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
сморщенный	русский	Сильный град	град	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
сморщенный	русский	Сильный дождь	дождь	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
сморщенный	русский	Сложные отношения (между людьми)	отношения	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Суровая весна	весна	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Суровая зима	зима	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Суровая осень	осень	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Суровое лето	лето	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Человек говорит, запинаясь	говорить? речь?	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сморщенный	русский	Шероховатый текст	текст	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	Грубо сколоченный стол	пызан	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	"Плохо сделанная работа (с ""шероховатостями"")"	рöбета	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	Сильный ветер	тöö	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	Сильный дождь	зэр	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	Суровая зима	тöö	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
созорэсь	коми-зырянский (ижемский диалект)	Человек говорит, запинаясь	сёрнитны 'говорить'	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сормсевезь	эрзянский	Грубо сколоченный стол	столь	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
сормсевезь	эрзянский	"Плохо сделанная работа (с ""шероховатостями"")"	роботамо	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сормсевезь	эрзянский	Сильный ветер	варма	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
сормсевезь	эрзянский	Суровая зима	теле	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
сормсевезь	эрзянский	Человек говорит, запинаясь	кортамс	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
тынăрць	ненецкий	Грубо сколоченный стол	тол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
тынăрць	ненецкий	"Плохо сделанная работа (с ""шероховатостями"")"	манзая	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
тынăрць	ненецкий	Сильный ветер	мерця	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
тынăрць	ненецкий	Суровая зима	сыра	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
тынăрць	ненецкий	Человек говорит, запинаясь	лаханась	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шероховатый	русский	Грубо сколоченный стол	стол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
шероховатый	русский	Сильный ветер	ветер	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шероховатый	русский	Сильный град	град	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шероховатый	русский	Сильный дождь	дождь	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шероховатый	русский	Суровая весна	весна	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шероховатый	русский	Суровая зима	зима	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шероховатый	русский	Суровая осень	осень	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шероховатый	русский	Суровое лето	лето	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шероховатый	русский	Человек говорит, запинаясь	говорить? речь?	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Грубо сколоченный стол	стол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
шершавый	русский	"Плохо сделанная работа (с ""шероховатостями"")"	работа	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Сильный ветер	ветер	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шершавый	русский	Сильный град	град	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шершавый	русский	Сильный дождь	дождь	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
шершавый	русский	Сложные отношения (между людьми)	отношения	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Суровая весна	весна	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Суровая зима	зима	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Суровая осень	осень	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Суровое лето	лето	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Человек говорит, запинаясь	говорить	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
шершавый	русский	Шероховатый текст	текст	Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Сильный ветер		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
毛糙 máocao	китайский	Сильный град		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
毛糙 máocao	китайский	Сильный дождь		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
毛糙 máocao	китайский	Сложные отношения (между людьми)		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Суровая весна		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Суровая зима		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Суровая осень		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Суровое лето		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Человек говорит, запинаясь		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
毛糙 máocao	китайский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Грубо сколоченный стол		Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			0
皱巴巴 zhòubāba	китайский	"Плохо сделанная работа (с ""шероховатостями"")"		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Сильный ветер		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
皱巴巴 zhòubāba	китайский	Сильный град		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
皱巴巴 zhòubāba	китайский	Сильный дождь		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
皱巴巴 zhòubāba	китайский	Сложные отношения (между людьми)		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Суровая весна		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Суровая зима		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Суровая осень		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Суровое лето		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Человек говорит, запинаясь		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
皱巴巴 zhòubāba	китайский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Сильный ветер		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
粗糙 cūcāo	китайский	Сильный град		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
粗糙 cūcāo	китайский	Сильный дождь		Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			0
粗糙 cūcāo	китайский	Сложные отношения (между людьми)		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Суровая весна		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Суровая зима		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Суровая осень		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Суровое лето		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Человек говорит, запинаясь		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
粗糙 cūcāo	китайский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f			0
kare	эстонский	Сильный ветер	tuul	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f			1
kare	эстонский	Суровая зима	talv	Наличие недостатков, затруднений: действие, состояние		шершавый	f	Siberi kare talv - Суровая сибирская зима [EVS]		1
kare	эстонский	Суровая осень	sügis	Наличие недостатков, затруднений: действие, состояние		шершавый	f	Kare ja vilu sügis – Суровая и прохладная осень.		1
krobeline	эстонский	Шероховатый текст		Наличие недостатков, затруднений: действие, состояние		шершавый	f	Algaja luuletaja värsid olid veel üsna krobelised - Стихи начинающего поэта были еще довольно шероховатые [Кашкин 2013: 140].		1
грубый	русский	Грубо сколоченный стол	стол	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			1
грубый	русский	"Плохо сделанная работа (с ""шероховатостями"")"	работа	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
казямо	эрзянский	Грубо сколоченный стол	столь	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f		Ср.: Коник лангонть таркасо казямо эзем - Вместо кровати – грубая лавка (Серебренников (ред.) 1993: 224) [Кашкин 2013: 156].	1
казямо	эрзянский	Сильный ветер	варма	Наличие недостатков, затруднений: действие, состояние	высокая степень	шершавый	f	Молян ульцява, казямо вармась кери чамам – Идешь по улице, резкий ветер режет лицо.		1
казямо	эрзянский	Суровая зима	теле	Наличие недостатков, затруднений: действие, состояние		шершавый	f	Те иень телесь ульнесь казямо – В этом году зима была холодная.		1
шероховатый	русский	"Плохо сделанная работа (с ""шероховатостями"")"	работа	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
шероховатый	русский	Сложные отношения (между людьми)	отношения	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
шероховатый	русский	Шероховатый текст	текст	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
毛糙 máocao	китайский	Грубо сколоченный стол	毛糙的桌子	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			1
毛糙 máocao	китайский	"Плохо сделанная работа (с ""шероховатостями"")"	做工很毛糙	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
粗糙 cūcāo	китайский	Грубо сколоченный стол	粗糙的桌子	Наличие недостатков, затруднений: действие, состояние	физ.свойства	шершавый	f			1
粗糙 cūcāo	китайский	"Плохо сделанная работа (с ""шероховатостями"")"	做工很毛糙	Наличие недостатков, затруднений: действие, состояние		шершавый	f			1
kare	эстонский	Раздражающий шум		Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
karǝŋ	хантыйский (говор с. Теги)	Грубый голос (характеристика тембра)	tŭr	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
karǝŋ	хантыйский (говор с. Теги)	Охрипший голос (при простуде, от крика)	tŭr	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
karǝŋ	хантыйский (говор с. Теги)	Раздражающий шум	sij	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
karǝŋ	хантыйский (говор с. Теги)	Хриплый голос (постоянно)	tŭr	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kaz’amə	мокшанский	Охрипший голос (при простуде, от крика)	vajgɛl'	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
kaz’amə	мокшанский	Раздражающий шум	vajgɛl'	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kaz’amə	мокшанский	Хриплый голос (постоянно)	vajgɛl'	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kir’ənžaf	мокшанский	Грубый голос (характеристика тембра)	vajgɛl'	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kir’ənžaf	мокшанский	Охрипший голос (при простуде, от крика)	vajgɛl'	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
kir’ənžaf	мокшанский	Раздражающий шум		Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kir’ənžaf	мокшанский	Хриплый голос (постоянно)	vajgɛl'	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kortsus	эстонский	Грубый голос (характеристика тембра)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kortsus	эстонский	Охрипший голос (при простуде, от крика)	hääl	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
kortsus	эстонский	Раздражающий шум		Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
kortsus	эстонский	Хриплый голос (постоянно)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krimpsus	эстонский	Грубый голос (характеристика тембра)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krimpsus	эстонский	Охрипший голос (при простуде, от крика)	hääl	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
krimpsus	эстонский	Раздражающий шум		Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krimpsus	эстонский	Хриплый голос (постоянно)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krobeline	эстонский	Грубый голос (характеристика тембра)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krobeline	эстонский	Охрипший голос (при простуде, от крика)	hääl	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
krobeline	эстонский	Раздражающий шум		Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
krobeline	эстонский	Хриплый голос (постоянно)	hääl	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Грубый голос (характеристика тембра)	tŭr	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Охрипший голос (при простуде, от крика)	tŭr	Наличие недостатков, затруднений: звук, голос	состояние человека	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Раздражающий шум	sij	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
mↄrmǝŋ	хантыйский (говор с. Теги)	Хриплый голос (постоянно)	tŭr	Наличие недостатков, затруднений: звук, голос	физ.свойства: звук	шершавый	f			0
